1032	1968.7441
1033	2220.1533
1034	776.8556
1035	2680.1572
1036	2793.5078
1037	2430.6538
1038	1968.7441
1039	2220.1533
1040	776.8556
1041	2680.1572
1042	2793.5078
1043	2430.6538
1044	1968.7441
1045	2220.1533
1046	776.8556
1047	2680.1572
1048	2793.5078
1049	2430.6538
1050	1968.7441
1051	2220.1533
1052	776.8556
1053	2793.5078
1054	2430.6538
1055	1968.7441
1056	2220.1533
1057	776.8556
1058	2680.1572
1059	2793.5078
1060	2430.6538
1061	1968.7441
1062	2220.1533
1063	776.8556
1064	2680.1572
1065	2793.5078
1066	2430.6538
1067	1968.7441
1068	2220.1533
1069	776.8556
1070	2680.1572
1071	2793.5078
1072	2430.6538
1073	1968.7441
1074	2220.1533
1075	776.8556
1076	2680.1572
1077	2793.5078
1078	2430.6538
1079	1968.7441
1080	2220.1533
1081	776.8556
1082	2680.1572
1083	2793.5078
1084	2430.6538
1085	1968.7441
1086	776.8556
1087	1087.1877
1088	2680.1572
1089	2793.5078
1090	2430.6538
1091	1968.7441
1092	2220.1533
1093	776.8556
1094	1087.1877
1095	2680.1572
1096	2793.5078
1097	2430.6538
1098	1968.7441
1099	2220.1533
1100	776.8556
1101	2680.1572
1102	2793.5078
1103	2430.6538
1104	1968.7441
1105	2220.1533
1106	776.8556
1107	2680.1572
1108	2793.5078
1109	2430.6538
1110	1968.7441
1111	2220.1533
1112	776.8556
1113	2680.1572
1114	2793.5078
1115	2430.6538
1116	1968.7441
1117	2220.1533
1118	776.8556
1119	2680.1572
1120	2793.5078
1121	2430.6538
1122	1968.7441
1123	2220.1533
1124	776.8556
1125	2680.1572
1126	2793.5078
1127	2430.6538
1128	1968.7441
1129	2220.1533
1130	776.8556
1131	2680.1572
1132	2793.5078
1133	2430.6538
1134	1968.7441
1135	2220.1533
1136	776.8556
1137	2680.1572
1138	2793.5078
1139	2430.6538
1140	1968.7441
1141	2220.1533
1142	776.8556
1143	2680.1572
1144	2793.5078
1145	2430.6538
1146	1968.7441
1147	2220.1533
1148	776.8556
1149	1087.1877
1150	2680.1572
1151	2793.5078
1152	2430.6538
1153	1968.7441
1154	2220.1533
1155	776.8556
1156	2680.1572
1157	2793.5078
1158	2430.6538
1159	1968.7441
1160	2220.1533
1161	776.8556
1162	1087.1877
1163	2680.1572
1164	2793.5078
1165	2430.6538
1166	1968.7441
1167	2220.1533
1168	776.8556
1169	2680.1572
1170	2793.5078
1171	2430.6538
1172	1968.7441
1173	776.8556
1174	1087.1877
1175	2680.1572
1176	2793.5078
1177	2430.6538
1178	1968.7441
1179	2220.1533
1180	776.8556
1181	2680.1572
1182	2793.5078
1183	2430.6538
1184	1968.7441
1185	2220.1533
1186	2430.6538
1187	1968.7441
1188	2220.1533
1189	776.8556
1190	1087.1877
1191	2680.1572
1192	2793.5078
1193	2430.6538
1194	1968.7441
1195	2220.1533
1196	776.8556
1197	1087.1877
1198	2680.1572
1199	2793.5078
1200	2430.6538
1201	1968.7441
1202	2220.1533
1203	776.8556
1204	1087.1877
1205	2680.1572
1206	2793.5078
1207	2430.6538
1208	1968.7441
1209	2220.1533
1210	776.8556
1211	2680.1572
1212	2793.5078
1213	2430.6538
1214	1968.7441
1215	2220.1533
1216	776.8556
1217	1087.1877
1218	2680.1572
1219	2793.5078
1220	2430.6538
1221	1968.7441
1222	2220.1533
1223	776.8556
1224	1087.1877
1225	2680.1572
1226	2793.5078
1227	2430.6538
1228	1968.7441
1229	2220.1533
1230	776.8556
1231	2680.1572
1232	2793.5078
1233	2430.6538
1234	1968.7441
1235	2220.1533
1236	776.8556
1237	1087.1877
1238	2680.1572
1239	2793.5078
1240	2430.6538
1241	1968.7441
1242	2220.1533
1243	776.8556
1244	1087.1877
1245	2680.1572
1246	2793.5078
1247	2430.6538
1248	1968.7441
1249	2220.1533
1250	776.8556
1251	2680.1572
1252	2793.5078
1253	2430.6538
1254	1968.7441
1255	2220.1533
1256	776.8556
1257	2680.1572
1258	2793.5078
1259	2430.6538
1260	1968.7441
1261	2220.1533
1262	776.8556
1263	2680.1572
1264	2793.5078
1265	2430.6538
1266	1968.7441
1267	2220.1533
1268	776.8556
1269	1087.1877
1270	2680.1572
1271	2793.5078
1272	2430.6538
1273	1968.7441
1274	2220.1533
1275	776.8556
1276	1087.1877
1277	2680.1572
1278	2793.5078
1279	2430.6538
1280	1968.7441
1281	2220.1533
1282	776.8556
1283	2680.1572
1284	2793.5078
1285	2430.6538
1286	1968.7441
1287	2220.1533
1288	776.8556
1289	1087.1877
1290	2680.1572
1291	2793.5078
1292	2430.6538
1293	1968.7441
1294	1968.7441
1295	2220.1533
1296	776.8556
1297	1087.1877
1298	2680.1572
1299	2793.5078
1300	2430.6538
1301	1968.7441
1302	2220.1533
1303	776.8556
1304	2680.1572
1305	2793.5078
1306	2430.6538
1307	1968.7441
